0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4
8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0
8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0
8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0
8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0
8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0
8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,0.0,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0
8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4
0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4
0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,0.0,0.0,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4
8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4
8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0,8.865248226950354E-4,8.865248226950354E-4,0.0
